locus_tag	gene_name	gene_product	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CRISPR1	CRISPR1 array	CRISPR1 array	7444.833286781659	2.102498797422395	0.10621087568401509	19.795513254946492	3.25420523549929e-87	1.722450831149774e-83
CRISPR3	CRISPR3 array	CRISPR3 array	45194.54356562775	2.1398638002570416	0.12150085364453189	17.611923999460274	1.995454920087163e-69	5.280971446010677e-66
CRISPR2	CRISPR2 array	CRISPR2 array	2146.8191823208476	3.0460189141245246	0.17350297603329426	17.556003843645946	5.351249006488853e-69	9.441386997115166e-66
slr7094	slr7094	hypothetical protein; part of CRISPR3 system	537.5039777540647	2.49660391209701	0.14963259390991418	16.684893624179782	1.6880645122562764e-62	2.233731365843118e-59
slr7023	slr7023	hypothetical protein	903.0541665367458	2.4381313924111736	0.14840991577717336	16.42835911363126	1.198585484187037e-60	1.2688225935603974e-57
slr7057	slr7057	hypothetical protein	1505.3866844358263	1.545695159105193	0.10041029482632377	15.393791660294681	1.801585485494194e-53	1.5892986624534615e-50
ssr2227	ssr2227	putative transposase	403.91309518140093	-1.967508700338522	0.13614625625848475	-14.451434467673108	2.455187162872108e-47	1.856472236154581e-44
slr7024	slr7024	hypothetical protein	1394.881710009629	1.9307400929699552	0.13369427069287412	14.441457236453314	2.8377818173977786e-47	1.8775473949358052e-44
slr1512	sbtA	sodium-dependent bicarbonate transporter	2997.404206104134	-2.019612576449017	0.16378859620286976	-12.330605568824279	6.197917607812549e-35	3.645064210905758e-32
slr0321	era	GTP-binding protein ERA homolog	130.73569272839572	-2.0856793800198075	0.17152339038043185	-12.15973737105975	5.092213376666748e-34	2.6953085402697092e-31
slr7096	slr7096	hypothetical protein	597.5125411940882	2.0332602321354516	0.17214075401890588	11.811614534418402	3.399695024081689e-32	1.6358714329513072e-29
slr1366	lspA	lipoprotein signal peptidase (signal peptidase II)	207.06813471184145	-1.7296588748705608	0.14681797554228274	-11.780974832829164	4.892395312373291e-32	1.991957568337833e-29
slr7091	slr7091	hypothetical protein; part of CRISPR3 system	173.05611322551363	2.4631451018017962	0.20907563398220388	11.781119850682622	4.8839846932170206e-32	1.991957568337833e-29
sll1424	sll1424	hypothetical protein	514.0572785271693	-1.6893614002674375	0.14564801295220214	-11.59893201441644	4.172527135126173e-31	1.5775132947302022e-28
slr7099	slr7099	hypothetical protein	286.96069565643853	2.1552732871966107	0.18821775417446351	11.45095634920198	2.325654249073854e-30	8.206458626898607e-28
slr0653	sigA; rpoDI	principal RNA polymerase sigma factor SigA	838.05819703427	1.6648090402447209	0.1470426777826534	11.321944522157757	1.0217992903794544e-29	3.380239777486532e-27
slr0870	slr0870	hypothetical protein	192.70767148614547	1.779012844584339	0.15735929357107	11.305419617817886	1.2336302328119181e-29	3.8409440131020484e-27
Norf1_5'UTR	Norf1	5'UTR of hypothetical protein	6098.014043211688	-2.1508721555824466	0.19180434003465616	-11.2138867931446	3.485442298300411e-29	1.0249136713835596e-26
sll1491	sll1491	periplasmic WD-repeat protein	393.291160215337	2.080698294252274	0.1862426810184398	11.17197348574608	5.592434909514244e-29	1.5579346303188892e-26
slr1920	slr1920	unknown protein	245.15737233454715	2.190526930180246	0.19678624088595437	11.131504521445406	8.813519942890334e-29	2.3069744541524558e-26
slr7100	slr7100	hypothetical protein	413.2827920583527	1.8375289356613806	0.16512459139478602	11.128136155493326	9.152930953561605e-29	2.3069744541524558e-26
slr2016	pilA10	type 4 pilin-like protein;  essential for motili ty	344.5535555942273	2.121307061656657	0.19101070901734343	11.105697018610858	1.1769544437017741e-28	2.83164539568795e-26
Norf1	Norf1	hypothetical protein	5550.499430906261	-1.7357461222847108	0.15648859414169758	-11.091837918315147	1.3743463866358644e-28	3.162789314984187e-26
slr7097	slr7097	hypothetical protein	725.4494710952732	1.7535010331533725	0.16078554735695405	10.905837383881833	1.0809339816542737e-27	2.383909818706696e-25
slr1147	hik2	two-component sensor histidine kinase	737.3510862677841	-1.4566586971969875	0.13388787415689768	-10.879690982993644	1.4405046988790394e-27	3.049836548466702e-25
slr1232	slr1232	unknown protein	705.2791122738572	1.2456667960567358	0.11855104682240256	10.507429748155902	7.983983829714393e-26	1.6253548619491646e-23
slr2078	slr2078	hypothetical protein	214.48253709469782	-1.8698066476282995	0.1785089145487375	-10.47458415371068	1.1303328511099648e-25	2.2158710299722385e-23
ssr3184	ssr3184	4Fe-4S type iron-sulfur protein	863.2137225830965	-1.5143839271324364	0.14544257855931866	-10.412246139563566	2.180160049134137e-25	4.121281121452495e-23
slr1834	psaA	P700 apoprotein subunit Ia	54808.82500070279	1.2182667227577062	0.1195461754367246	10.190762843789434	2.1804643736129835e-24	3.9797234239770766e-22
slr7071	slr7071	Cas1; part of CRISPR2 adaptation module	277.40516390340093	1.675464286417831	0.16463636784942393	10.176756863041385	2.5181422104116996e-24	4.442842239903042e-22
slr1840	slr1840	hypothetical protein	574.1778508724022	-1.5092125278186823	0.14835870924278974	-10.172726195324662	2.6245809640430087e-24	4.481260336348273e-22
slr1927	slr1927	hypothetical protein	715.665464639885	-1.2710879905534778	0.12521692448558414	-10.15108776848943	3.276903505714092e-24	5.420203204920215e-22
sll1872	lytR	transcriptional regulator	581.0024751869764	-1.3073466694115485	0.12916526994714406	-10.121503016612206	4.435512520745126e-24	7.114293264334532e-22
sll1958	hisC	histidinol phosphate aminotransferase	744.0456636296575	-1.1877192497080276	0.1173800743361277	-10.118576397446246	4.570142904377791e-24	7.114637174374014e-22
sll1891	sll1891	unknown protein	737.3803827395236	1.629715133832136	0.16290702936630033	10.003958332379156	1.464245070300141e-23	2.2143569020281845e-21
sll1662	pheA	probable prephenate dehydratase	2544.023478469052	-1.9944432432407146	0.20452579072241744	-9.751548869196524	1.8167495544761708e-22	2.671126497733992e-20
slr1229	slr1229	sulfate permease	205.30631259167072	-1.43142902768907	0.1477654622926091	-9.687169149544	3.418729857030133e-22	4.8906316576379714e-20
