rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TU7074	236.44773529924788	3.044902685231304	0.14708168220213216	20.70212034321677	3.314620575049392e-95	1.1998926481678799e-91
TU7079	4420.023777812138	3.0968164384326053	0.1726178105356492	17.94030655830296	5.713903835724124e-72	1.0342165942660664e-68
TU7058	16245.99309529853	2.9507270387186066	0.1705715651569633	17.29905588896537	4.781606063935191e-67	5.769804650481798e-64
TU7078	2347.983605964403	3.2776007706683314	0.20777194802799484	15.774991772357609	4.624583775175509e-56	4.185248316533835e-53
TU7065	1064.7808799994045	2.380302501238946	0.15882981412801184	14.986496800408624	8.997544275572004e-51	6.514222055514132e-48
TU7075	1676.8630637765993	1.2402860978433137	0.09181605136974037	13.508379845793197	1.3955898707092626e-41	8.420058886612551e-39
TU7071	3316.805009150871	1.31837741323113	0.09846325672181418	13.38953694123595	6.96133996401792e-41	3.6000072385349816e-38
TU7084	324.09317540151756	2.761091503023838	0.21201477164154955	13.023109105303178	9.04131649361916e-39	4.0911957133626695e-36
TU7011	2843.4890001378703	1.4926910755190332	0.11682834083527584	12.776789132216464	2.210065227410737e-37	8.889373470252076e-35
TU7087	1241.4079598817048	1.7249256167732905	0.1668229682419504	10.339856885123623	4.652317849039372e-25	1.6841390613522527e-22
TU7089	420.91992344294556	1.6991746647661226	0.16527219159811204	10.281068147858534	8.577169345215645e-25	2.822668457243694e-22
TU7094	489.05909662133	1.3066651139776297	0.12971097541450238	10.073666548278362	7.223392511464332e-24	2.179056740958407e-21
TU235	1095.9600921188207	1.1595668724471293	0.11863151450059829	9.774526417609557	1.4483308066473958e-22	4.033044246202748e-20
TU7066	260.1119561943654	1.506482525132635	0.15587004509956143	9.664990628381322	4.246587846543747e-22	1.098046286034883e-19
TU7069	2193.4508947157847	1.0520234576101888	0.10911598321363328	9.64133233854915	5.348916109101335e-22	1.2908717543297887e-19
TU7088	545.5028413186647	1.4942028007810932	0.15828359421484306	9.440035830579934	3.72651949543513e-21	8.431250358421982e-19
TU7091	168.07234113199516	2.0242601403782037	0.22061626368026688	9.17548011470228	4.4956657990011543e-20	9.573123642578928e-18
TU1380	1053.695444120848	1.0535405184394329	0.11521039251535105	9.144492050047093	5.991074558968196e-20	1.204871661303604e-17
TU1409	1341.0805624489387	0.9552185559729253	0.11118438167593217	8.59130159807058	8.598958973095953e-18	1.6383279727688078e-15
TU1684	1078.1867682418647	1.1639900043906781	0.13677278372303406	8.510391999827736	1.7334630217835743e-17	3.1375680694282697e-15
TU7095	227.2782114292165	1.3936447477414458	0.1646635211898966	8.463591314400707	2.592672354964227e-17	4.4692732976050005e-15
TU3718	537.5767282635024	-1.0973385650983405	0.13028092057890336	-8.422864685191936	3.673887052191293e-17	6.045214149514764e-15
TU7053	2346.3357073052175	0.9286420103898037	0.11039807778977336	8.41175887281461	4.039075673413401e-17	6.357153885981092e-15
TU156	2445.0587393280075	1.2709880835592249	0.15127746715103357	8.40170124140356	4.400562440043275e-17	6.63751501373194e-15
TU259	595.5745528237726	1.025000330913834	0.1336921126455308	7.666872118563225	1.7624133588944056e-14	2.5519745436790996e-12
TU1693	562.0635654301523	1.4914594606907075	0.19512025659721272	7.6437961219451	2.10909274991416e-14	2.936506059495869e-12
TU7063	83.12546915978689	1.8656984412712918	0.2584154640463688	7.219763136684886	5.207820405975221e-13	6.982336988751964e-11
TU7086	488.57970265969266	1.6379152719831485	0.22703572934043684	7.21435025553673	5.419210466437844e-13	7.006264960180356e-11
TU7028	42.481163805446414	2.0236763054927733	0.2975290303971844	6.801609586773028	1.034566553375178e-11	1.291424456282119e-9
TU951	8326.329327098316	0.8605413376520611	0.12711369560225283	6.769855392645903	1.289111777567556e-11	1.5555282115981843e-9
TU7096	109.50179639559327	1.3441940822690928	0.205986555216642	6.525639893610363	6.7711825177236e-11	7.906993778761108e-9
TU7083	45.32394769493948	1.781231307452592	0.2731940580440112	6.520022141790647	7.029701367700072e-11	7.952349672210706e-9
TU624	309.20271176979384	1.116166946035253	0.1714026395290993	6.511958912078245	7.417701192608353e-11	8.136993429467345e-9
TU7057	256.20831074002314	0.9405662581673163	0.14713152090854406	6.392690379051854	1.629920954116942e-10	1.7353864276186263e-8
TU7012	628.2928010781495	0.8235842169943379	0.1308604357723435	6.29360747680161	3.101715717593961e-10	3.2080602564828966e-8
TU7061	54.49047260198208	1.594954582031577	0.2538846051365803	6.28220281877096	3.3380895806466116e-10	3.356634522761315e-8
TU2414	182.58445982675246	1.544420215973292	0.2510283929774882	6.152372636635542	7.633226665773697e-10	7.468183927054266e-8
TU7041	1179.077721550951	0.8745016775245035	0.14580547567725757	5.997728641276991	2.0009652178591695e-9	1.9061826549079456e-7
TU2942	297.27984466567005	-0.7881762353418016	0.13200465484645052	-5.97082153094236	2.360618616522498e-9	2.1911383055926778e-7
TU5117	637.7323579514537	0.7983625989988261	0.134190310345873	5.949480234012884	2.6899532265871536e-9	2.434407670061374e-7
TU2746	1516.765651279739	0.7259417846035205	0.12368101327020316	5.869468283038494	4.37194977043465e-9	3.860111748530106e-7
TU7067	144.99425370403125	1.241435416124429	0.21186090927882892	5.859671896765925	4.637825870283419e-9	3.9973642024823755e-7
TU491	4199.886499736245	1.396405316346709	0.24451576511606787	5.710900954316204	1.123796387030173e-8	9.460797490812155e-7
TU7081	27.309350066227573	1.9468976168546748	0.3467369648303182	5.614912208184736	1.9666206896756903e-8	1.6179924765059087e-6
TU7055	428.3768746737089	0.723265700245014	0.13088136490416752	5.526116730021845	3.2739634481170714e-8	2.633721707151955e-6
TU7059	57.6612807258885	1.2864563277478465	0.2365319931343938	5.4388258886268375	5.3632835299464023e-8	4.220670951827386e-6
TU7062	33.82943029853841	1.4593485292428932	0.2699157798193345	5.4066810403589365	6.420332859702332e-8	4.945022330238817e-6
TU1803	973.5500532948547	0.47988867762128096	0.08947414448355098	5.363434100333914	8.165445038966687e-8	6.158106466887377e-6
TU720	214.4975390430403	1.0976743965387932	0.2054834788423266	5.341910710890146	9.197195728463637e-8	6.7946629667425235e-6
TU7085	77.27268690254712	1.0388559187803434	0.1958484420213499	5.304386943589244	1.1305228204076252e-7	8.184985219751207e-6
TU7035	438.176602879686	0.6879710783187929	0.13014417889314445	5.2862224355317124	1.2486804664934643e-7	8.863182919032041e-6
TU2578	2251.2328514107617	0.555337202218864	0.10619173693244716	5.229570758147937	1.6990406392984887e-7	1.1827936758193324e-5
TU6047	457.90986168468123	0.8262946087762247	0.158477708138044	5.213948500923994	1.8486280957215255e-7	1.2392655012059116e-5
TU6050	160.360160040881	0.7788501021866058	0.1493629359574307	5.214480401005123	1.8433318998010708e-7	1.2392655012059116e-5
TU3253	466.69824796419573	0.7488599191210573	0.14383284977197408	5.206459583525357	1.9247759242594512e-7	1.266852517421675e-5
TU7050	824.1530789663619	0.7274195728616624	0.1399355216924403	5.198248193624733	2.0117540566967212e-7	1.3004553009360948e-5
TU7010	132.4845252682785	1.2558118612489242	0.2426222116583316	5.175997088912037	2.2669699108803322e-7	1.4397247504187373e-5
TU1827	2566.0996587273776	0.9647456269599874	0.1885858582609288	5.115683836829155	3.126063083448266e-7	1.9510945451866764e-5
TU325	437.7731519782622	1.0213892553110708	0.20125205846767688	5.075174202380227	3.87141156074754e-7	2.375340652526457e-5
TU949	1583.9674033827632	0.7696756914243718	0.15194446487003568	5.065506611792057	4.073156396546577e-7	2.457471025916435e-5
TU7039	194.2836918811046	0.8817128351684548	0.17512227710443218	5.034841082169434	4.782454197841799e-7	2.8381121633093952e-5
TU1244	855.8295950951776	0.7549214014344573	0.15036585560052432	5.020563999848812	5.151998148048109e-7	3.008102144505509e-5
TU2927	978.2297389579435	0.5463301735159055	0.10925848300384167	5.000345588696265	5.722764441561163e-7	3.288318615627208e-5
TU1521	723.2732972863068	0.7631688692545376	0.1533165434937401	4.977733334339733	6.433320488283894e-7	3.638846901185577e-5
TU7026	240.38320421791386	0.9224229297570359	0.18617845588551052	4.954509507395824	7.251297127109556e-7	4.038414707713322e-5
TU3149	1590.9922787642702	0.5835435750512794	0.11921037022451526	4.895073926473516	9.826878047580188e-7	5.3898937170061035e-5
TU1669	45.49401653691246	-1.221021484217595	0.25360996018231746	-4.814564393842481	1.4752132956465234e-6	7.970555418269276e-5
TU1805	1136.6291923637693	0.8873152718968376	0.18828607269575162	4.712591107737617	2.4458666745263803e-6	1.2659274111163072e-4
TU1954	3054.242235786515	0.34852716848403725	0.07395928060019402	4.712419667358459	2.4479259330978317e-6	1.2659274111163072e-4
TU7015	263.3041183078799	0.6386450447161323	0.1354107625905336	4.716353652385228	2.401089329901063e-6	1.2659274111163072e-4
TU7025	128.11271956641568	0.7649041590095333	0.16251636542159517	4.7066285110748165	2.5184724427124643e-6	1.2840662313548057e-4
TU3712	2543.680133341313	-0.7387969213135618	0.15723936887512738	-4.698549266629796	2.6201598893765303e-6	1.3173581666032e-4
TU7048	456.1591185356491	0.6745309170945335	0.1449301470094668	4.654179485862754	3.2527337430361953e-6	1.6129994725741132e-4
TU2090	858.1003800871518	0.6183857899442001	0.13419504292826287	4.608112017034585	4.063417460060918e-6	1.910333922781886e-4
TU7004	556.7972920316847	0.7746615034769146	0.16804243781758973	4.609915885163548	4.028319238237286e-6	1.910333922781886e-4
TU7005	576.8944379874849	0.6924746647590878	0.15001111962633237	4.616155565560711	3.909139618455094e-6	1.910333922781886e-4
TU7077	52.36668374607033	1.0467998257147857	0.22697137219329372	4.612034617402358	3.987465655576952e-6	1.910333922781886e-4
TU1078	2072.7114749195866	-0.38678844327881884	0.08474068807704957	-4.564376948734893	5.009799385245386e-6	2.3250607403318328e-4
TU7042	121.3734893081886	0.8886823739635938	0.19498684818950435	4.557652899235023	5.172843127095411e-6	2.3703407746943528e-4
TU2215	518.3577739996358	0.4984897947234662	0.10954786969070074	4.5504289232726345	5.353666968255893e-6	2.4225343031357915e-4
TU6093	4269.676544846312	-0.5182427589696786	0.11608422629940977	-4.464368463231198	8.030526471785629e-6	3.5889513367733306e-4
TU289	2020.7176395393692	-0.8560086085108775	0.19276168667827653	-4.440761145338879	8.964124878890861e-6	3.9452450411800514e-4
TU7008	69.37509852310104	1.2806014760267623	0.2885010252691407	4.43881083206584	9.045727580606195e-6	3.9452450411800514e-4
TU2359	677.7832052341469	0.4888948165498803	0.11072717641455564	4.415310065520759	1.008653086518464e-5	4.346814491900999e-4
TU7038	628.6075910570115	0.7685832451874789	0.17447947488682844	4.405006638666241	1.0578063832005251e-5	4.452626868820815e-4
TU7043	545.2462946773621	0.5350939142471606	0.12147070987179141	4.405127086290478	1.0572187857551067e-5	4.452626868820815e-4
TU7070	147.26192456222668	0.783872421675237	0.17820461865653844	4.398721130713389	1.088906394775862e-5	4.5308518955041615e-4
TU1084	263.49760362050995	1.2120728697281886	0.27571711275539323	4.396074141409924	1.10226297765749e-5	4.534309067181947e-4
TU5102	643.6424101763901	0.6284023392165339	0.14362445999672266	4.37531559200204	1.2125691548672802e-5	4.932022854628712e-4
TU7045	116.23551922453834	1.01230636824329	0.23181784959532467	4.366818042745343	1.2606966590198824e-5	5.070802117391083e-4
TU924	26334.147143783593	0.6854706057537389	0.1570692896737057	4.364128768760139	1.2763038503196385e-5	5.077164767205595e-4
TU2582	7854.827126890519	0.46543928334951506	0.10691918313140857	4.3531877977169815	1.3417211939981475e-5	5.279381219862276e-4
TU1723	1457.6252869753084	0.5731084518463735	0.13213538824968382	4.3372820819463165	1.4425544053222595e-5	5.615104244372666e-4
TU6092	533.7125635351315	0.5619392129858896	0.13005364738615674	4.320826245782815	1.554460434203409e-5	5.986326352996108e-4
