locus_tag	gene_name	gene_product	PSS	log2FC_rneTs	padj_rneTs	log2FC_rneWT	padj_rneWT	log2FC_1h	padj_1h	diff_WT_Ts	ratio_PSS_transcript	baseMean
slr5110	slr5110	hypothetical protein	AP004310.1-103034-plus	0.961919813831968	0.15646950754637728	-0.7096968627835429	0.3782284241639737	-0.5806898377286972	0.35644424178091344	-1.671616676615511	0.19201170329332476	14.508074558955096
	NA	NA	AP004310.1-103153-plus	1.3524336149469969	0.16260839129324792	1.8181994479506685	0.01928183234280036	1.4512888682195018	0.03706789276945216	0.4657658330036716	0.03214403292541619	7.537493384621258
	NA	NA	AP004310.1-103159-plus	0.18858821177646665	0.7774394915105174	1.3171538756448542	9.771854554191872e-4	2.525485082836383	9.545981022725224e-10	1.1285656638683876	0.17996749716243576	41.61249488599848
	NA	NA	AP004310.1-103160-plus	-2.4310144019877784	0.17084793692164627	0.6325264482183635	0.5644415405693439	4.561288189700701	0.0022962288073589037	3.0635408502061416	0.022250825009380314	5.11484212972036
	NA	NA	AP004310.1-103220-plus	-0.38292290098054793	0.8133230216639777	1.462402416097506	0.043334711174000166	3.874220603262474	8.345449828675706e-5	1.845325317078054	0.06631281145415684	9.290558583308213
	NA	NA	AP004310.1-103380-plus	1.343634219502187	0.09471486941154166	0.41705590632697787	0.7404025979423764	-0.7864858368684321	0.28444681446227305	-0.9265783131752092	0.328473365956576	7.123767371437636
	NA	NA	AP004310.1-103448-plus	0.0695633075498102	0.9660455244720935	1.171306722839207	0.32283043157673447	1.5429734680192193	0.11760040806152118	1.1017434152893968	0.25361446959194317	4.539720955997072
	NA	NA	AP004310.1-2486-plus	-0.7298277148587856	0.5112329766838433	0.5217243129540784	0.6763544851958112	1.1632149686805402	0.20967818112068506	1.251552027812864	0.025150468661024737	5.375086702586169
	NA	NA	AP004310.1-28274-plus	-1.4902110337934837	0.1348100286594192	0.27754270425224103	0.8449536441182847	1.114468041539658	0.2442090733874734	1.7677537380457249	0.05533872189791057	5.674236330197694
slr5005	slr5005	hypothetical protein	AP004310.1-4033-plus	0.5566098704273459	0.5514837223407014	-1.2178931381252127	0.2051297277335739	-0.8910314531061648	0.2764289135608702	-1.7745030085525586	0.4881778429243545	7.470507642747309
sll5132,sll5042	NA	NA	AP004310.1-40530-minus	-3.282476296826962	0.02457263634046102	-2.252535207660663	0.04865652947092624	1.0307747850003504	0.5291019320054874	1.0299410891662992	0.06495666717514961	4.771216428255753
sll5132,sll5042	NA	NA	AP004310.1-40686-minus	-4.02554048441544	0.011374838312996419	-3.30527850387384	0.0040258433408233985	1.3320604905501257	0.4690752351431409	0.7202619805415997	0.07130721655573692	5.0141266563786075
sll5132,sll5042	NA	NA	AP004310.1-41192-minus	-1.6498677174848169	0.14529171830990203	-1.307663270879918	0.21896692154345823	0.8106838481372014	0.48195286208425436	0.3422044466048988	0.03291352040633379	5.428487525634874
sll5132	sll5132	hypothetical protein	AP004310.1-41319-minus	-1.7004963761811538	0.12110754161545169	-1.67319631071661	0.07040782158665107	0.7373217101282198	0.5172141110389813	0.027300065464543888	0.03608143447764093	5.930202419092317
sll5132	sll5132	hypothetical protein	AP004310.1-41393-minus	-4.0444227199063585	0.015570923400342017	-3.360698635886302	0.005470272663103852	2.314578027636106	0.19974897591796645	0.6837240840200565	0.03482890335341812	4.233911920332559
sll5132,sll5043	NA	NA	AP004310.1-41428-minus	-2.019548905326052	0.059124158266069086	-3.52779861262932	0.0017073974404690944	-0.8598367406671449	0.5325949726527303	-1.5082497073032681	0.05668398497025875	6.198699088621478
sll5132,sll5046	NA	NA	AP004310.1-44013-minus	-3.4116465355094157	0.016444124040921018	-2.095444543622697	0.03898488910338706	1.455776184517665	0.34285996916028216	1.3162019918867185	0.013398558092825204	5.519293986292056
sll5132	sll5132	hypothetical protein	AP004310.1-44329-minus	-1.0030740683075912	0.05486870836532548	-2.473869945685813	5.469602825280816e-7	-0.7586118579994133	0.17594743493948217	-1.4707958773782217	0.04729807544823202	28.262688639238252
	NA	NA	AP004310.1-52539-plus	-4.933614712495157	0.0014657826451338752	-2.335898185339097	0.008875633423919305	3.6298750030954863	0.0211571055884236	2.5977165271560594	0.008901507523591989	6.0739227456234754
	NA	NA	AP004310.1-52540-plus	-2.4618961707776004	0.05774044673130361	-1.75545770035865	0.07636612822052456	1.462858958580151	0.26516127399282874	0.7064384704189504	0.00827459928342221	5.837028811274088
slr5055	slr5055	hypothetical protein	AP004310.1-54290-plus	-1.4039129555871392	0.29951580724666144	-3.099706511680147	0.027750959616152315	-0.9736082869726438	0.5390557285345337	-1.6957935560930077	0.010461578536802825	3.735174588946245
slr5055	slr5055	hypothetical protein	AP004310.1-54418-plus	-3.752061011648123	0.0206983385640355	-1.8248692218773241	0.07405702671944003	2.5164268755982673	0.1219579904204096	1.9271917897707986	0.015494526171385428	4.592237664223858
slr5055	slr5055	hypothetical protein	AP004310.1-54475-plus	-2.233556454447643	2.0523370578522194e-4	-2.226669796645021	1.2286342712938573e-4	0.2524824168899356	0.7219034648637276	0.00688665780262232	0.09509675061320302	33.206614339025194
slr5055	slr5055	hypothetical protein	AP004310.1-54665-plus	-2.6759620330128313	0.06758089386990397	-0.35657344413948316	0.7404025979423764	3.596769816092575	0.006552558636314346	2.3193885888733483	0.015025194175095374	7.327116950441047
slr5055	slr5055	hypothetical protein	AP004310.1-54666-plus	-1.8519457827040586	0.26975854179334363	-0.4557383840585821	0.742783677255167	2.9976551273359457	0.034975685135747114	1.3962073986454766	0.010194548146117142	4.926729318263176
slr5055	slr5055	hypothetical protein	AP004310.1-54667-plus	-0.08546635812701264	0.9454269591793921	-0.5575751738711883	0.5709089019906363	1.204916035131506	0.15881198798498805	-0.4721088157441756	0.013465255990749016	6.555869314575595
slr5055	slr5055	hypothetical protein	AP004310.1-54676-plus	-2.883714525599762	0.09700019295517302	-1.4948815812539205	0.13703827517205933	3.2391896550442683	0.040338924222621225	1.3888329443458414	0.010467764034396419	4.983856693268258
slr5055	slr5055	hypothetical protein	AP004310.1-54694-plus	-1.741820422489857	0.1407110233430491	-0.592967233685188	0.5876317367201161	1.9227890237321439	0.07263870500610192	1.1488531888046691	0.010664402044859671	5.854685926767386
slr5055	slr5055	hypothetical protein	AP004310.1-54726-plus	-1.3103936982117823	0.1444030196017358	-0.2541701004369916	0.8191980963580661	1.6765428085948058	0.03622175744194362	1.0562235977747907	0.01740539706195482	9.758869879745319
slr5056	slr5056	hypothetical protein	AP004310.1-55072-plus	-1.084472638591265	0.37874716908197475	-0.5027521882219899	0.6828158037379978	1.4753676646883989	0.161243483924994	0.5817204503692752	0.015050032720065113	5.125412846015949
slr5056	slr5056	hypothetical protein	AP004310.1-55379-plus	-1.3756127092361796	0.1639877244875961	-1.7640815233261038	0.0421831108497842	0.34299307535451284	0.7472626455283383	-0.3884688140899242	0.038382678619861166	6.765414906825191
slr5056	slr5056	hypothetical protein	AP004310.1-55502-plus	-1.8027792400235882	0.0913009927698174	-1.8587023697191851	0.0551691052032898	0.29250703147920465	0.8088416873666905	-0.055923129695596874	0.03834778298410128	5.337711718546385
slr5056	slr5056	hypothetical protein	AP004310.1-55509-plus	-1.5644068146669223	0.22759207668568385	-2.4505594426231685	0.04666336464839986	-0.24771796931201845	0.8669038246306221	-0.8861526279562462	0.02683582912906513	3.9643167059203295
slr5056	slr5056	hypothetical protein	AP004310.1-55579-plus	-2.42743311824616	0.11731677392846761	-2.899477913049579	0.010034803321148002	0.7596026788058751	0.6571447537825728	-0.472044794803419	0.02719656520335986	4.374081158258731
slr5056	slr5056	hypothetical protein	AP004310.1-55889-plus	-1.9720189099544962	0.09330828746483778	-0.8495412643194818	0.43466550563401624	1.6948023786629498	0.12791757856927194	1.1224776456350143	0.053017387742572156	6.0577787058590555
slr5056	slr5056	hypothetical protein	AP004310.1-55890-plus	-1.5899369319258947	0.11351912979782437	-1.8041171143072503	0.023247217101732012	0.8301074135156712	0.4152586778328057	-0.2141801823813556	0.06444303731126708	7.598006921859329
slr5056	slr5056	hypothetical protein	AP004310.1-55891-plus	-1.8102575200491988	0.12074650746049248	-1.3835616861394355	0.09145791591029065	1.8258271525988057	0.08934242995101424	0.4266958339097633	0.06340206597662944	7.222851626965599
sll5132	sll5132	hypothetical protein	AP004310.1-56479-minus	-1.6336685799987238	0.17841213581310467	-0.6913831617888091	0.49948471812077005	2.245449006550699	0.034975685135747114	0.9422854182099147	0.029925589256212422	6.9429281269056125
sll5132	sll5132	hypothetical protein	AP004310.1-56542-minus	-1.4729201791616855	0.2878358675736956	-0.22154505943810113	0.8621362589569104	2.5641866639880275	0.026166433127679984	1.2513751197235843	0.01914759731191065	5.262199709786235
sll5132	sll5132	hypothetical protein	AP004310.1-56569-minus	-0.905727404110935	0.35712770275571476	-0.1847693177759255	0.8732291165049395	1.3550446602409336	0.10592548810184751	0.7209580863350095	0.026643534334520155	7.070493035471084
sll5132	sll5132	hypothetical protein	AP004310.1-56576-minus	0.6930217767976098	0.49395549374783	-0.4075314423379707	0.7506081059847598	0.1585511036203614	0.8602368769042578	-1.1005532191355805	0.03815894371075945	10.450303716021065
sll5132	sll5132	hypothetical protein	AP004310.1-56577-minus	0.984447433998142	0.245686893122139	-0.8341488721966425	0.48160414364709186	-1.546241152737433	0.05348501394208281	-1.8185963061947845	0.02175702319031865	6.246035684776059
sll5132,sll5057	NA	NA	AP004310.1-56922-minus	-2.514814885182114	7.875580971101042e-8	-1.8602779007673715	4.1774105830107824e-5	1.121028635234941	0.023927255172322814	0.6545369844147426	0.24372183512041976	82.16849451926925
sll5132,sll5057	NA	NA	AP004310.1-57628-minus	-1.2682644896397979	0.143219188761691	-1.713154452992238	0.04316618806740483	-0.0871011870506355	0.9248830059069507	-0.44488996335244013	0.015817719074968865	9.682256321696523
sll5132	sll5132	hypothetical protein	AP004310.1-57873-minus	-1.869346324914358	0.030183801812170438	-2.0659742791238793	0.01034914749468857	0.1179162887328838	0.905182501580762	-0.19662795420952128	0.006572458066755488	9.48470102208445
sll5132,sll5060	NA	NA	AP004310.1-61381-minus	2.1687691248536756	0.00793107275471744	-0.22991090909888456	0.8716382947100488	-1.562070610001266	0.03305016702792007	-2.39868003395256	0.35312107176782837	6.68005505933925
sll5132,sll5063	NA	NA	AP004310.1-66224-minus	4.068760447288818	1.0611332073210028e-6	2.5079951821250064	0.22580995249746505	-3.986128141371932	1.2513263764799803e-6	-1.5607652651638113	0.04816857680794182	9.064308282017153
