locus_tag	gene_name	gene_product	TUs	rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91410-plus	295.11123051205107	2.526152411001105	0.25730195536010897	9.81785158789644	9.433246460064914e-23	3.254470028722395e-19
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92112-plus	62.51758532576397	2.2655093930896384	0.2938245267876095	7.710416206089077	1.2540807256266917e-14	2.1632892517060432e-11
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92691-plus	41.855129605352325	3.2080838947447394	0.43315491098276127	7.406320033325017	1.2985225380922075e-13	1.4933009188060386e-10
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91779-plus	80.41991301390922	2.4993472656137614	0.3400578583118094	7.349770647917314	1.9854724125504785e-13	1.7124699558247878e-10
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92716-plus	38.385556324910596	3.3471960737474586	0.4637806664983799	7.217196221264111	5.307037409092645e-13	3.6618558122739247e-10
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91880-plus	89.98602041466725	2.037602782444144	0.2898281389883829	7.030382866053653	2.059675720514465e-12	1.1843135392958173e-9
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90391-plus	19.73856155642111	4.13429771649048	0.5958802869120253	6.938134734940243	3.973107072510207e-12	1.958174200022888e-9
sll7106	sll7106	exodeoxyribonuclease V alpha chain		AP004311.1-91500-minus	21.9387039124743	4.029933569875578	0.6106161029785782	6.599782662490572	4.1176096953884367e-11	1.7757191811362632e-8
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92030-plus	21.37048897150775	2.945460117735589	0.45176199471414835	6.5199378261097944	7.033654023740496e-11	2.6962340424338568e-8
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90899-plus	52.365269804860304	2.0126325056463146	0.3167929391021695	6.353148246770792	2.1095223470538694e-10	6.616229179396226e-8
slr1841	slr1841	probable porin	TU971	BA000022.2-959231-plus	80.22076010591631	2.4175229411063177	0.37998803139720794	6.362102859443064	1.9901009105031915e-10	6.616229179396226e-8
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91509-plus	38.438688221752955	2.197080011046141	0.34786553827254324	6.315888667663275	2.686133810401168e-10	7.722634704903358e-8
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90248-plus	52.26930240842488	2.2280318227835165	0.35726173810088013	6.236413209618283	4.4771752476421653e-10	1.188173431105036e-7
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91804-plus	31.08762623337891	2.524268363759878	0.4063017037824321	6.21279295720498	5.205101381262182e-10	1.2826856975253233e-7
sll7106,sll7090	NA	NA	TU7079	AP004311.1-85300-minus	21.805963636250254	2.6255347395614237	0.4274987114719805	6.141620241429684	8.16839572958944e-10	1.8787310178055711e-7
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961377-plus	120.19301390002391	2.23515864554338	0.3689623868608275	6.057958006398308	1.3786037237943236e-9	2.97261427943151e-7
slr0476	slr0476	unknown protein	TU2753	BA000022.2-2613286-plus	129.36860615845598	1.436512475089738	0.24098601629814723	5.960978554508693	2.5073187522713387e-9	5.088382173727129e-7
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92537-plus	14.117191120752649	3.746689806580609	0.6297768781521673	5.949233667602718	2.6940081289052062e-9	5.163515580401645e-7
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90681-plus	62.095159346352595	1.9460118216234923	0.33603457646273344	5.7911059097197	6.992446456297971e-9	1.2696810670646315e-6
sll7106,sll7090	NA	NA	TU7079	AP004311.1-87746-minus	13.442922194855344	3.4181348302306374	0.6142574063130385	5.564661972490216	2.6266106022519598e-8	4.53090328888463e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90128-plus	18.658925824852695	2.756936378755494	0.4991377791753454	5.523397534264766	3.3250623987430326e-8	5.462602512220696e-6
sll7106	sll7106	exodeoxyribonuclease V alpha chain	TU7058	AP004311.1-52732-minus	19.406148630803834	3.2568697425090263	0.5913075213167593	5.507911915709159	3.631150076815009e-8	5.69430352955081e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91708-plus	12.294656397358782	3.08206470282164	0.5755663520218485	5.354838224984779	8.563299795417641e-8	1.2844949693126461e-5
sll7106	sll7106	exodeoxyribonuclease V alpha chain		AP004311.1-91499-minus	14.00033215481516	4.1002573577661	0.7802447937444245	5.255090954325769	1.4795133502845027e-7	2.1268004410339725e-5
	NA	NA	TU7069	AP004311.1-66602-plus	29.295412635269408	2.2444257352018524	0.42875274349100384	5.234778714014095	1.6518264106371736e-7	2.2795204466792995e-5
sll7106	sll7106	exodeoxyribonuclease V alpha chain	TU7078	AP004311.1-83463-minus	23.625822078543997	2.203641760384707	0.4237326187957989	5.20054785172596	1.9870195179671467e-7	2.6366220526871752e-5
sll7106	sll7106	exodeoxyribonuclease V alpha chain		AP004311.1-91486-minus	40.16390157109369	1.8471788553925128	0.37519786696498714	4.923212571368079	8.513488641095429e-7	1.0878346596955269e-4
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961358-plus	65.7962418580335	1.8301244995944472	0.37278783382624286	4.909292454129476	9.140557932311557e-7	1.1262473166598168e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92235-plus	15.607872165574156	2.527263981554943	0.5169181740455624	4.889098717067324	1.0129869097711163e-6	1.2051051167966729e-4
sll7106,sll7090	NA	NA	TU7079	AP004311.1-86891-minus	8.289697153972407	4.593290208376676	0.9446801518745445	4.862270260746067	1.1604702974479609e-6	1.2819763741626553e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91335-plus	11.37256755681879	2.700766088785005	0.5556459767210514	4.860587859778311	1.170376861185856e-6	1.2819763741626553e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91362-plus	407.89786960062696	1.1723141381963704	0.24135374402043827	4.8572444689198475	1.1903059837765417e-6	1.2819763741626553e-4
slr1841	slr1841	probable porin	TU971	BA000022.2-959233-plus	51.29501959688182	1.8880075129857308	0.3891715598485145	4.85135016988559	1.226238270938192e-6	1.2819763741626553e-4
sll7106,sll7066	NA	NA	TU7058	AP004311.1-59573-minus	12.89357549791088	2.817324770053661	0.5836828216834361	4.826807754814573	1.3873892952369306e-6	1.3749501187804316e-4
sll7106	sll7106	exodeoxyribonuclease V alpha chain	TU7086	AP004311.1-90406-minus	12.897334935413202	4.807852657114834	0.9962943243735368	4.8257352666723055	1.39487693209609e-6	1.3749501187804316e-4
slr1841	slr1841	probable porin	TU971	BA000022.2-959232-plus	64.70356145762814	1.9376770991369188	0.4020494130597997	4.8194998828383175	1.439185375930389e-6	1.379219318599956e-4
sll7106	sll7106	exodeoxyribonuclease V alpha chain		AP004311.1-91931-minus	10.0981825623775	3.1814011743146438	0.6716438866333547	4.736738080445518	2.17185562914953e-6	2.016257161472196e-4
slr1908	slr1908	probable porin	TU599	BA000022.2-612152-plus	622.3724385632851	-1.2683674164370742	0.26802814420422233	-4.732217283385919	2.2208049894476363e-6	2.016257161472196e-4
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961359-plus	35.01152566535505	2.0904201315490676	0.45604751815491945	4.583777015181456	4.56651214063868e-6	4.039606893641909e-4
slr0628	rps14	30S ribosomal protein S14	TU2793	BA000022.2-2645023-plus	41.50379880482505	-1.4756803613822642	0.3247672776149888	-4.543808638047832	5.524681577825131e-6	4.765037860874175e-4
	NA	NA	TU2746	BA000022.2-2610072-plus	13.848026082790302	2.235486649449444	0.4990674045818185	4.479328100625238	7.487836313441089e-6	6.300740312529696e-4
sll7106	sll7106	exodeoxyribonuclease V alpha chain	TU7079	AP004311.1-83791-minus	13.007678812784397	2.410523236584515	0.552118968925566	4.365948957115962	1.2657203686246471e-5	0.0010396988742273885
sll7106,sll7090	NA	NA	TU7079	AP004311.1-87381-minus	3.7217052993033404	5.813468272836007	1.335937593359957	4.351601677900846	1.3514662168977226e-5	0.001084315918208638
sll7106,sll7090	NA	NA	TU7079	AP004311.1-87752-minus	7.839872361119785	3.0746848588269877	0.7188410119737415	4.277280800082262	1.8919009813984653e-5	0.0014834223604147058
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91660-plus	111.00779042555048	1.297875929679323	0.3046005260977952	4.260911648138869	2.035947128294303e-5	0.0015608927983589657
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91043-plus	24.031651762334008	2.104289903262371	0.4955942642280245	4.245993255269356	2.1762717683674347e-5	0.001632203826275576
sll7106	sll7106	exodeoxyribonuclease V alpha chain		AP004311.1-91207-minus	4.279037269403067	5.630106827754627	1.3307312595795093	4.230836832925721	2.3282351823815342e-5	0.001709023697705594
sll7106,sll7062	NA	NA	TU7058	AP004311.1-53130-minus	3.343126773431827	5.7084518927867665	1.3553200277658461	4.2118848506922495	2.5324863944573288e-5	0.0018140004426800411
sll1091	chlP	geranylgeranyl hydrogenase	TU2008	BA000022.2-1934516-minus	26.760188172285453	-1.6494379574696008	0.3919766825944092	-4.208000196726822	2.5764064258354205e-5	0.0018140004426800411
sll7106,sll7090	NA	NA	TU7079	AP004311.1-87517-minus	6.682913159082749	3.100655936620724	0.7384703629134465	4.198754739984252	2.6838681440675822e-5	0.0018518690194066318
sll7106	sll7106	exodeoxyribonuclease V alpha chain	TU7086	AP004311.1-90405-minus	15.050875360133173	3.807601144732519	0.9102218179390528	4.183157412501697	2.8748818482280866e-5	0.0019447730149778231
	NA	NA	TU2363	BA000022.2-2269131-plus	30.994553270955503	-2.0931845662287003	0.5059429511858171	-4.1371948385143895	3.5157756094863486e-5	0.0023325818947553655
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961353-plus	37.63375673033044	1.9493516440299443	0.4781957334773496	4.0764722634696575	4.57241067864081e-5	0.0029763805360963763
sll7106,sll7067	NA	NA	TU7058	AP004311.1-61595-minus	6.344820544860949	5.216485454737538	1.2861291647301987	4.055957673451749	4.992930133287259e-5	0.0030220366596212358
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91435-plus	301.9760077199999	1.0628000030090758	0.2619602767880486	4.057103680146836	4.9685029189469285e-5	0.0030220366596212358
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91560-plus	9.991824289227331	2.491400053390545	0.61417259254919	4.056514542678824	4.9810462423254066e-5	0.0030220366596212358
slr1563	slr1563	hypothetical protein	TU3549	BA000022.2-3370554-plus	22.130896000686647	-1.680691887773396	0.4142808665697156	-4.056889958953891	4.97304979126845e-5	0.0030220366596212358
